case_id,len,height,thk,force,uy_tip,uy_max,u_sum_max,sig_max,area,volume
0070,7.820424,0.6933,0.12999,787.77162,-0.00016412421,0.0001641407,0.0001645,601729.01,5.4219,0.70479278
0071,10.166346,1.255725,0.081979,870.92725,-0.00010688344,0.00010691241,0.00010736221,419890.14,12.766135,1.046555
0072,13.63932,0.725655,0.122786,1019.976,-0.0010377316,0.0010377541,0.0010385777,1307285.3,9.8974408,1.2152672
0073,12.403116,0.926841,0.115898,1092.7208,-0.00042580098,0.00042582668,0.00042649095,829569.22,11.495716,1.3323305
0074,10.036357,0.912324,0.116248,748.92139,-0.00016191583,0.00016193343,0.00016230591,474515.61,9.1564094,1.0644143
0075,7.02054,1.081296,0.136541,1044.9863,-3.992688e-05,3.994769e-05,4.0206019e-05,282623.23,7.5912818,1.0365212
0076,6.983701,1.072736,0.101068,1513.0755,-7.8766537e-05,7.8807553e-05,7.9314535e-05,559625.27,7.4916675,0.75716785
0077,12.51663,1.007344,0.114896,1488.4421,-0.00046855229,0.00046858758,0.00046943446,974285.38,12.608552,1.4486722
0078,13.513046,1.016289,0.079769,613.20445,-0.00034051696,0.00034053787,0.00034107591,612709.69,13.73316,1.0954804
0079,8.074361,0.942528,0.128073,665.08064,-6.183742e-05,6.185159e-05,6.2084515e-05,289160.81,7.6103113,0.9746754
0080,10.729998,0.843375,0.096247,1585.7648,-0.00063964257,0.00063968749,0.00064079063,1515339.0,9.0494121,0.87097876
