case_id,len,height,thk,force,uy_tip,uy_max,u_sum_max,sig_max,area,volume
0044,6.009165,0.809604,0.09992,646.64173,-5.0267226e-05,5.0284878e-05,5.0535594e-05,364258.51,4.865044,0.4861152
0045,12.56973,0.69919,0.042025,1942.7133,-0.0050536369,0.0050537626,0.0050581451,7223378.6,8.7886295,0.36934216
0046,6.559999,1.24814,0.051559,1495.3089,-8.0944964e-05,8.1024181e-05,8.181026e-05,755198.59,8.1877972,0.42215463
0047,7.603875,1.359284,0.108955,697.56261,-2.1484099e-05,2.1501576e-05,2.1686789e-05,162677.59,10.335826,1.1261399
0048,6.080778,1.335579,0.028962,1253.2142,-7.9152306e-05,7.927089e-05,8.0279056e-05,916257.08,8.1213594,0.23521081
0049,13.919376,0.35382,0.127144,1452.3532,-0.013030281,0.013030301,0.013032662,7675814.4,4.9249536,0.6261783
0050,7.880315,1.098764,0.111546,1687.771,-0.00010614515,0.00010618659,0.00010675264,607197.13,8.6586064,0.96583291
0051,11.647093,0.36058,0.03982,1333.5948,-0.021214394,0.021214485,0.021220198,18178460.0,4.1997088,0.1672324
0052,12.974433,1.023494,0.122463,1805.4555,-0.00056622014,0.00056626037,0.00056724395,1113555.7,13.279254,1.6262173
0053,7.054305,0.474454,0.038092,1868.8409,-0.0030370172,0.003037151,0.0030409944,9360783.9,3.3469432,0.12749176
0054,9.938275,0.481866,0.06268,1170.5072,-0.0030813949,0.0030814457,0.0030834779,4853518.2,4.7889168,0.30016931
0055,11.79919,1.090319,0.105416,1552.8381,-0.00035238532,0.00035242537,0.00035326277,892451.21,12.864881,1.3561643
0056,9.016283,1.013645,0.134043,1339.3826,-0.00013310863,0.0001331359,0.00013360157,536900.57,9.1393102,1.2250606
0057,11.044055,0.955846,0.073297,1485.3279,-0.0005897409,0.00058979616,0.00059102725,1494981.9,10.556416,0.77375361
0058,6.317756,0.46725,0.054485,1390.8057,-0.0011890917,0.0011891613,0.0011909787,4501566.9,2.9519715,0.16083817
0059,7.814242,0.757578,0.058571,1937.0401,-0.00068544928,0.00068553923,0.00068733015,2750215.1,5.9198978,0.34673434
0060,11.482483,0.584516,0.059548,1121.3324,-0.0026852148,0.002685266,0.0026872174,3843845.7,6.711695,0.39966802
0061,13.975092,0.317604,0.07913,1293.2183,-0.026093322,0.02609335,0.026097132,13682216.0,4.4385451,0.35122208
0062,9.91503,0.3343,0.089573,982.10775,-0.0053769867,0.0053770165,0.0053787338,5895866.9,3.3145945,0.29689818
0063,12.850124,1.15744,0.11959,1008.9393,-0.00021788599,0.00021790897,0.00021840119,493977.64,14.873248,1.7786917
0064,8.717112,0.605904,0.115554,1818.4807,-0.00088272728,0.00088277017,0.00088396278,2275560.8,5.281733,0.61032538
0065,7.527246,1.283987,0.129534,1268.6847,-3.7764172e-05,3.7791001e-05,3.8088568e-05,276021.64,9.664886,1.2519313
0066,9.818568,0.802885,0.11328,926.65889,-0.00028211831,0.00028214061,0.00028266688,759924.94,7.883181,0.89300674
0067,13.865173,0.67611,0.060973,1355.9261,-0.0036076875,0.0036077481,0.0036101546,4097323.3,9.3743821,0.5715842
0068,12.899358,1.349257,0.050697,1074.6174,-0.00035021839,0.00035027622,0.00035133921,918738.79,17.404549,0.88235842
0069,12.486279,1.2259,0.110149,785.26113,-0.0001423282,0.00014234767,0.00014272893,362118.5,15.306929,1.686043
0070,11.179892,0.919305,0.13125,585.98862,-0.00015140793,0.00015142007,0.00015170564,360062.58,10.277731,1.3489521
0071,11.845453,0.415643,0.136626,854.26455,-0.0027205179,0.0027205349,0.0027214759,2598839.7,4.9234796,0.67267533
0072,8.776408,0.723456,0.066683,1091.8096,-0.00055119161,0.00055123616,0.00055228087,1674061.7,6.349345,0.42339337
0073,6.488106,0.397298,0.100674,1506.7183,-0.0012268086,0.0012268493,0.0012281375,3740827.1,2.5777115,0.25950853
0074,12.688475,0.71242,0.082177,909.00311,-0.0011758718,0.0011759019,0.0011769408,1680677.3,9.0395234,0.74284091
0075,12.239733,0.835134,0.065262,941.92938,-0.00085564091,0.00085568016,0.00085679438,1541572.9,10.221817,0.66709623
0076,10.012065,0.934003,0.048084,753.03703,-0.00036423095,0.00036427366,0.00036515562,1097919.5,9.3512987,0.44964785
0077,13.424926,0.857748,0.138592,510.81087,-0.00026602639,0.00026603641,0.0002663404,409111.23,11.515203,1.5959151
0078,8.177693,0.490612,0.103888,1755.274,-0.0014728822,0.0014729283,0.0014744132,3492101.9,4.0120743,0.41680638
0079,8.105508,0.789269,0.106212,881.85463,-0.00016986089,0.00016988351,0.00017033117,660049.14,6.3974262,0.67948343
0080,9.29277,1.165361,0.072597,1982.5122,-0.00026257382,0.00026264813,0.00026378645,1145363.0,10.829432,0.78618426
0081,9.611927,0.568348,0.13035,868.79965,-0.00060679204,0.00060681018,0.00060740448,1206085.0,5.4629195,0.71209156
0082,12.428945,0.981285,0.064068,892.06902,-0.00053328312,0.00053332096,0.00053424887,1095189.3,12.196337,0.78139494
0083,10.786057,0.764666,0.09423,1149.6792,-0.00064502031,0.00064505352,0.00064595987,1370524.3,8.2477311,0.7771837
0084,13.399999,0.527794,0.036486,821.53473,-0.0069282098,0.0069282711,0.0069312893,6570744.1,7.0724391,0.25804501
0085,11.313778,0.375235,0.126387,1880.59,-0.0076662773,0.0076663177,0.007668687,7246277.6,4.2453255,0.53655395
0086,9.392314,1.038822,0.076691,1746.0245,-0.00031844005,0.00031850222,0.00031958107,1213205.6,9.7569424,0.74826967
0087,8.31128,0.302658,0.12077,734.56309,-0.0023678095,0.0023678261,0.002368708,3346154.1,2.5154754,0.30379396
0088,11.443513,0.907425,0.031194,1410.075,-0.0017090516,0.0017091746,0.0017121741,3829408.8,10.38413,0.32392254
0089,13.22995,0.314636,0.09272,679.88222,-0.010215054,0.010215067,0.010216688,5921587.7,4.1626185,0.38595799
0090,12.181578,0.972532,0.090592,1085.1668,-0.00044384264,0.00044387532,0.00044466486,940883.19,11.846974,1.0732411
0091,7.688023,0.426307,0.055445,768.44516,-0.0015296416,0.0015296793,0.0015309976,3564268.7,3.277458,0.18171866
0092,10.436808,1.271357,0.06785,625.08775,-9.661709e-05,9.6642257e-05,9.703794e-05,364751.48,13.268909,0.90029547
0093,7.284099,1.367354,0.061799,1851.874,-8.700636e-05,8.7087843e-05,8.7911353e-05,720985.35,9.9599419,0.61551445
0094,8.34882,0.654878,0.088165,1638.2233,-0.00072576265,0.00072581326,0.00072705988,2205048.8,5.4674585,0.48203848
0095,13.601827,0.368758,0.046394,1513.1807,-0.030659981,0.030660037,0.030666356,19716932.0,5.0157825,0.23270221
0096,11.38941,1.244117,0.070266,1205.9518,-0.00024907643,0.0002491231,0.00024994652,772458.5,14.169759,0.99565226
0097,8.968634,1.114483,0.107499,513.42171,-4.7201569e-05,4.7214615e-05,4.7415615e-05,211516.99,9.9953901,1.0744944
0098,13.138255,0.817103,0.030002,1905.7189,-0.0049708014,0.0049709744,0.0049763577,7604080.1,10.735308,0.3220807
0099,9.691135,1.310622,0.132238,704.79791,-4.0937692e-05,4.0952248e-05,4.1157946e-05,184670.46,12.701415,1.6796097
0100,13.026495,0.731243,0.026741,1919.2154,-0.007634248,0.0076344431,0.007641185,10626155.0,9.5255333,0.25472229
0101,11.262218,1.139827,0.128502,1546.025,-0.00021934457,0.00021937741,0.00022000128,637735.78,12.83698,1.6495776
0102,7.0975,1.318341,0.029027,1675.8211,-0.00017301177,0.00017316981,0.00017477475,1457822.0,9.3569252,0.27160347
0103,7.789148,0.565017,0.12339,951.9029,-0.0003807702,0.00038079119,0.00038135118,1146364.7,4.401001,0.54303952
0104,10.179576,0.708922,0.041011,1175.8769,-0.0015990943,0.0015991725,0.0016013413,3537136.4,7.2165254,0.29595692
0105,7.593628,0.927492,0.033214,1465.3444,-0.00045903431,0.00045915493,0.00046104473,2388448.2,7.0430292,0.23392717
0106,6.900534,1.148596,0.071209,1381.3301,-8.04305e-05,8.0483686e-05,8.1088262e-05,626086.52,7.9259258,0.56439725
0107,7.254996,0.286841,0.075473,1791.116,-0.0072193341,0.0072193987,0.0072225676,12693025.0,2.0810303,0.1570616
0108,6.164633,0.664287,0.023172,1303.0779,-0.00085004632,0.00085019947,0.00085293531,4805750.7,4.0950856,0.094891323
0109,7.399536,0.553087,0.118619,1773.6592,-0.00067475931,0.00067480008,0.00067585329,2204147.2,4.0925872,0.4854586
0110,6.983142,0.268297,0.025675,1573.7115,-0.020319553,0.02031972,0.020328143,36070002.0,1.873556,0.048103552
0111,11.597574,0.651295,0.04375,1053.2485,-0.0025576907,0.0025577561,0.0025600167,4000386.6,7.553442,0.33046309
0112,12.369735,0.294514,0.03263,1663.1567,-0.070765422,0.070765508,0.070776763,43926817.0,3.6430601,0.11887305
0113,12.798962,0.688541,0.034162,1275.1341,-0.0045106473,0.0045107489,0.0045144085,6123667.4,8.8126101,0.30105639
0114,6.441282,0.880288,0.109931,1135.3906,-7.6875403e-05,7.6903498e-05,7.7297745e-05,526909.84,5.6701832,0.62332891
0115,9.773117,0.256423,0.08018,840.88292,-0.010876677,0.010876694,0.010878794,9419514.8,2.506052,0.20093525
0116,6.227153,0.269203,0.081095,916.52035,-0.0026303639,0.0026303946,0.0026317745,5893115.8,1.6763683,0.13594508
0117,8.575062,0.40908,0.112947,619.27537,-0.00094978565,0.00094980057,0.00095040701,1705834.8,3.5078864,0.39620524
0118,10.628384,0.98819,0.093874,564.07345,-0.00014114289,0.00014115926,0.00014149878,399388.75,10.502863,0.98594574
0119,13.522904,1.19297,0.045737,1842.7913,-0.0011075263,0.0011076363,0.0011100374,2337672.2,16.132419,0.73784844
0120,12.624732,0.625527,0.086258,554.88999,-0.00099484857,0.0009948661,0.00099555116,1260904.4,7.8971107,0.68118898
