case_id,len,height,thk,force,sy,epl_max,uy_tip,sig_max,area
0155,8.443225,0.833107,0.096817,473187.521,250000000.0,0.0009325664287,-0.1059910262,259073485.0,7.03410985
0156,11.755612,0.998591,0.095859,235384.785,250000000.0,0.0,-0.07634572708,158469927.1,11.73904834
0157,10.938347,0.882742,0.090743,703973.16,250000000.0,0.0231731385,-1.518699199,498817359.0,9.655738307
0158,9.702748,1.157805,0.08466,326792.129,250000000.0,0.0,-0.04349521832,153492793.4,11.23389015
0159,9.867284,0.800878,0.091133,452730.296,250000000.0,0.006433491712,-0.3592547434,315875382.3,7.902490675
0160,9.898723,0.914212,0.108353,649634.699,250000000.0,0.003927684273,-0.2288214829,289489509.6,9.049531351
0161,8.699171,1.115604,0.095673,490959.574,250000000.0,0.0,-0.04665229352,197239362.3,9.704829964
0162,9.771299,0.926496,0.08443,248851.374,250000000.0,0.0,-0.06596758264,183846219.6,9.053069438
0163,10.785841,1.003758,0.106392,767949.167,250000000.0,0.006818856928,-0.3592380747,320113087.7,10.82637419
0164,10.24109,1.112823,0.085635,780023.451,250000000.0,0.005842722021,-0.2601975306,309493644.3,11.3965205
0165,9.020279,0.905013,0.090539,169642.362,250000000.0,0.0,-0.0354209606,113135988.4,8.163469759
0166,10.909976,0.889985,0.083312,231126.167,250000000.0,0.0,-0.09735932955,209119887.2,9.70971499
0167,10.667757,1.005998,0.101586,312967.667,250000000.0,0.0,-0.07008625059,177955440.6,10.73174221
0168,8.620832,1.196156,0.118238,465091.383,250000000.0,0.0,-0.02828806628,130478502.8,10.31185992
0169,8.991988,0.846762,0.116249,392588.071,250000000.0,3.108631245e-05,-0.07717774176,229978107.8,7.614073743
0170,9.338419,1.108693,0.087266,331855.776,250000000.0,0.0,-0.04350413608,158741293.9,10.35343978
0171,8.762805,0.939009,0.110658,320888.629,250000000.0,0.0,-0.04503557226,158094311.4,8.22835276
0172,8.420454,0.949604,0.084344,441198.679,250000000.0,0.0002260543297,-0.07014235775,250791179.2,7.9960968
0173,10.342969,1.017676,0.119363,469976.533,250000000.0,0.0,-0.07889744023,215517224.0,10.52579132
0174,9.106019,0.816741,0.107609,636266.163,250000000.0,0.008554412518,-0.3816377433,339090503.4,7.437259064
0175,11.700033,1.036268,0.083443,761741.822,250000000.0,0.01825526194,-1.111975111,445184026.9,12.1243698
0176,8.377068,1.02031,0.099344,480969.914,250000000.0,0.0,-0.05132162386,214089926.7,8.547206251
0177,8.518172,1.039222,0.118601,189023.927,250000000.0,0.0,-0.01681146197,69086241.92,8.852271742
0178,8.015479,0.845002,0.098877,475359.412,250000000.0,0.0004826688019,-0.08059013475,253968502.8,6.773095786
0179,9.927527,0.881832,0.089104,219751.101,250000000.0,0.0,-0.0670900558,172439628.9,8.754410989
0180,11.662232,0.950269,0.086266,588217.989,250000000.0,0.01235822286,-0.773856842,380726185.0,11.08225754
0181,11.980381,0.82361,0.107494,372279.299,250000000.0,0.001133024241,-0.2287315857,261615654.5,9.867161595
0182,8.289178,0.997372,0.083113,183515.192,250000000.0,0.0,-0.02427176289,101084441.2,8.26739404
0183,10.311448,0.942833,0.081845,346725.001,250000000.0,0.0002314098219,-0.1063263691,250957385.5,9.721973452
0184,10.755107,1.09405,0.115599,770851.671,250000000.0,0.0009845872555,-0.1330044193,259624665.7,11.76662481
0185,11.115547,0.924852,0.092647,417157.815,250000000.0,0.0008231742395,-0.160422714,258076061.8,10.28023587
0186,10.141145,0.928211,0.093257,384168.876,250000000.0,0.0001995638077,-0.1029345059,250649089.1,9.413122342
0187,9.179325,1.170224,0.111585,614244.556,250000000.0,0.0,-0.05093645894,202928870.3,10.74186642
0188,11.76485,1.010072,0.098553,657275.663,250000000.0,0.006658102619,-0.4162342417,318341714.8,11.88334557
0189,9.125729,1.172979,0.081293,491417.888,250000000.0,0.0,-0.05458465376,220506873.6,10.70428848
0190,11.504827,1.001837,0.08214,755901.813,250000000.0,0.02138348762,-1.343716938,479302384.1,11.52596137
0191,8.135568,0.815366,0.090986,226798.418,250000000.0,0.0,-0.04727469391,167230314.3,6.633465538
0192,10.039941,1.028917,0.098023,428179.467,250000000.0,1.016316651e-05,-0.07751753704,226545336.4,10.33026597
0193,8.802155,0.95428,0.081694,310258.552,250000000.0,0.0,-0.056966758,201427697.8,8.399720473
0194,10.362384,1.025233,0.101248,404564.361,250000000.0,0.0,-0.07876002056,215969119.6,10.62385804
0195,9.91106,0.879319,0.106538,297276.769,250000000.0,0.0,-0.07617770263,195880439.4,8.714983368
0196,11.305497,1.03029,0.112771,741665.622,250000000.0,0.003536160337,-0.2502577253,285658387.4,11.6479405
0197,11.966353,0.834873,0.082277,629206.674,250000000.0,0.03474785574,-3.164231607,624971096.9,9.990385028
0198,9.302923,1.131773,0.088046,430323.496,250000000.0,0.0,-0.0519873185,195051752.8,10.52879707
0199,11.464702,0.887872,0.093975,181426.895,250000000.0,0.0,-0.07914880951,153552972.6,10.17918789
0200,11.576293,1.06273,0.112201,169152.644,250000000.0,0.0,-0.03716384932,84643167.04,12.30247386
