case_id,len,height,thk,force,uy_tip,uy_max,u_sum_max,sig_max,area,volume
0219,6.331551,1.336512,0.02925,1704.4849,-0.00011977734,0.0001199368,0.00012135277,1281166.9,8.4621939,0.24751917
0220,10.88638,1.367801,0.047945,1091.0013,-0.00021756973,0.00021763169,0.00021857841,811726.01,14.890401,0.7139203
0221,12.509807,0.991747,0.037587,1015.6839,-0.0010223633,0.0010224369,0.0010242304,2095005.6,12.406564,0.4663255
0222,13.458439,0.781976,0.086697,1666.2098,-0.0018440008,0.0018440531,0.0018457973,2572268.9,10.524176,0.91241451
0223,10.51287,0.77312,0.077601,996.01637,-0.00060805011,0.00060808506,0.00060900398,1375195.2,8.1277101,0.63071843
0224,13.229573,1.194797,0.056426,823.21328,-0.00037381543,0.0003738552,0.00037470415,825473.39,15.806654,0.89190627
0225,9.40811,0.64782,0.026259,811.76876,-0.0017835726,0.0017836569,0.001786022,4220529.2,6.0947618,0.16004235
0226,6.925571,1.096853,0.123434,858.9145,-3.3418212e-05,3.3437146e-05,3.3665359e-05,246515.86,7.5963333,0.93764581
0227,12.098227,1.153358,0.038846,1698.3255,-0.00095278916,0.00095290803,0.00095531616,2427948.6,13.953587,0.54204104
0228,9.712108,0.956697,0.07636,1382.8324,-0.00035788303,0.00035793228,0.00035889724,1173869.1,9.2915446,0.70950234
0229,10.568737,0.47514,0.041948,842.30858,-0.0041558418,0.0041558964,0.0041582537,5706367.3,5.0216297,0.21064732
0230,11.912522,1.113397,0.135682,1388.1034,-0.00023660388,0.00023663181,0.00023720687,600609.71,13.263366,1.7996001
0231,8.114497,1.230051,0.108035,1415.0451,-7.1653799e-05,7.1689527e-05,7.2139051e-05,432173.4,9.9812451,1.0783238
0232,11.228834,0.73736,0.091055,1755.9128,-0.0012823958,0.0012824483,0.0012839957,2424084.3,8.279693,0.75390745
0233,7.362026,1.305479,0.046108,1265.7587,-9.4327948e-05,9.4402688e-05,9.5203411e-05,731601.62,9.6109703,0.44314262
0234,9.26524,1.220707,0.123952,743.08051,-4.9766873e-05,4.9783223e-05,5.0020846e-05,228757.68,11.310143,1.4019149
0235,6.790862,0.230878,0.092802,581.07054,-0.0029950964,0.0029951135,0.0029960861,4835661.8,1.5678606,0.1455006
0236,12.537922,0.814306,0.032468,675.56595,-0.0014300741,0.0014301308,0.001431819,2394377.4,10.209705,0.33148871
0237,12.058847,1.187742,0.089957,1244.2384,-0.00027342508,0.00027346269,0.00027419978,722234.39,14.322799,1.288436
0238,13.562862,0.446066,0.029702,607.30548,-0.010803854,0.01080391,0.010807193,8447837.6,6.0499316,0.17969507
0239,7.327277,0.882717,0.059746,1761.2245,-0.00031947493,0.00031955516,0.00032083536,1698186.1,6.467912,0.38643187
0240,13.185941,0.964402,0.100643,1192.0398,-0.00057046581,0.00057049813,0.00057135093,1023280.7,12.716548,1.2798315
