a,b,lx,ly,smax,area
12.623852760275557,18.39264236286078,115.15383429819002,137.8831142855368,242.76805,15695.411
10.143540500790355,22.839076501358914,133.5741161793212,129.94785892863314,193.58428,17175.718
10.606744642914562,19.08289822071069,102.44436483720011,135.2941890853328,216.11993,13701.157
12.48473049587622,24.622408493174095,136.92044159303938,129.4105322198885,208.64071,17477.513
9.67664199871559,23.781895366803237,118.12958739620092,101.93747594239346,188.81605,11861.089
11.231004528843702,20.157366163198937,129.5916164667459,120.99498240055226,217.39168,15502.131
15.296259779847441,18.160864226863733,128.0363593664019,136.13659732273595,275.70205,17212.256
8.106059652633181,22.447541940271737,112.08579824813717,111.54450538326576,177.09336,12359.643
11.71812507314817,20.364930548822823,119.26455378463505,103.00661705489426,224.34128,12097.612
8.923161125770697,20.89484144537891,138.9640868636522,106.29688453137159,190.08596,14625.014
15.233976707114923,24.553818674104555,130.14966690302518,127.275901545741,235.20396,16271.136
12.722456787412522,17.414059314271732,122.2816585655982,102.2748339327265,255.89227,12332.332
15.856658036092398,22.16627096961212,104.32308923614164,110.87584219284766,259.86693,11290.856
15.791279728114532,17.847412995440045,130.5934432645878,100.45364131097513,292.18791,12897.235
9.579507514098294,24.485369153983193,107.78385956159676,136.9571541874794,183.26023,14577.549
12.204966824693702,17.2237798782772,108.52154516466767,105.0107995816556,251.0298,11230.831
8.066592984149919,23.940306148292702,129.7738316519771,136.62976723266496,170.63313,17579.295
